name, geometry, date (mm/dd/yr), short wavelength displacement, source file
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/22/2021, -0.0105872154, OPERA_L3_DISP-S1_IW_F16940_VV_20210524T014935Z_20210822T015022Z_v1.0_20250416T052230Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/28/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210524T014935Z_20210828T014940Z_v1.0_20250416T052230Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/03/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20210903T015022Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/09/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20210909T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/15/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20210915T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/21/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20210921T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/27/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20210927T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/03/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211003T014942Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/09/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211009T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/15/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211015T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/21/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211021T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/27/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211027T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/02/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211102T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/08/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211108T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/14/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211114T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/20/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211120T014941Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/26/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20210828T014940Z_20211126T015023Z_v1.0_20250416T133707Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/02/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20211202T014940Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/08/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20211208T015022Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/14/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20211214T014940Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/20/2021, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20211220T015022Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/01/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220101T015021Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/13/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220113T015021Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/25/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220125T015020Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/06/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220206T015019Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/18/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220218T015019Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/14/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220314T015019Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/26/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220326T015020Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/07/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220407T015020Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/19/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220419T015020Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/01/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220501T015021Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/13/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20211126T015023Z_20220513T015022Z_v1.0_20250416T233558Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/25/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220525T015022Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/06/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220606T015023Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/18/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220618T015024Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/30/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220630T015025Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/12/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220712T015025Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/24/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220724T015026Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/05/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220805T015027Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/17/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220817T015028Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/29/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220829T015028Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/10/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220910T015029Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/22/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20220922T015028Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/04/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20221004T015029Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/16/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20221016T015029Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/28/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20221028T015029Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/09/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20220513T015022Z_20221109T015029Z_v1.0_20250417T083513Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/21/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20221121T015029Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/03/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20221203T015028Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/15/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20221215T015027Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/27/2022, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20221227T015027Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/08/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230108T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/20/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230120T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/01/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230201T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/13/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230213T015025Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/25/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230225T015025Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/09/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230309T015025Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/21/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230321T015025Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/02/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230402T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/14/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230414T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/26/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230426T015026Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/08/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20221109T015029Z_20230508T015027Z_v1.0_20250417T165353Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/20/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230520T015028Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/01/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230601T015028Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/13/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230613T015029Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/25/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230625T015030Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/07/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230707T015030Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/31/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230731T015032Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/12/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230812T015032Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/24/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230824T015033Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/05/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230905T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/17/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230917T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/29/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20230929T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/11/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20231011T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/23/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20231023T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/04/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20231104T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/16/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20230508T015027Z_20231116T015034Z_v1.0_20250418T014346Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/28/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20231128T015033Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/10/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20231210T015033Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/22/2023, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20231222T015032Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/03/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240103T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/15/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240115T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/27/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240127T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/08/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240208T015030Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/20/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240220T015030Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/03/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240303T015030Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/15/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240315T015030Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/27/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240327T015030Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/08/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240408T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/20/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240420T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/02/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240502T015032Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/14/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20231116T015034Z_20240514T015031Z_v1.0_20250418T101051Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/26/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240526T015032Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/19/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240619T015030Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/01/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240701T015030Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/13/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240713T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/25/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240725T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/06/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240806T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/18/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240818T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/30/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240830T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/11/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240911T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 09/23/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20240923T015030Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/05/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20241005T015030Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/17/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20241017T015031Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 10/29/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20241029T015031Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/10/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20241110T015030Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 11/22/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20240514T015031Z_20241122T015029Z_v1.0_20250418T182810Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/04/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20241204T015029Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/16/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20241216T015028Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 12/28/2024, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20241228T015027Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/09/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250109T015025Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 01/21/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250121T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/02/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250202T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/14/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250214T015023Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 02/26/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250226T015023Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/10/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250310T015023Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 03/22/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250322T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/03/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250403T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/15/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250415T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 04/27/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250427T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/09/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250509T015024Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 05/27/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20241122T015029Z_20250527T014912Z_v1.0_20251120T190309Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/02/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250602T015023Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/08/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250608T014913Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/14/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250614T015022Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/20/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250620T014913Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 06/26/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250626T015022Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/02/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250702T014914Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/08/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250708T015021Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/14/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250714T014915Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/20/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250720T015020Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 07/26/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250726T014916Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/01/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250801T015020Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/07/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250807T014916Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/13/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250813T015020Z_v1.0_20251123T182303Z.nc
Series 3, POINT(-118.09577135016158 34.1909000960508), 08/19/2025, -0.0258274078, OPERA_L3_DISP-S1_IW_F16940_VV_20250527T014912Z_20250819T014917Z_v1.0_20251123T182303Z.nc
