name, geometry, date (mm/dd/yr), short wavelength displacement, source file
Series 12, POINT(-119.06937763455588 34.10490314518012), 05/31/2024, -0.0116274357, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240531T015850Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/12/2024, -0.0091178417, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240612T015850Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/06/2024, -0.0118216276, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240706T015849Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/18/2024, -0.01471591, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240718T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/30/2024, -0.009860754, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240730T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/11/2024, -0.0093224049, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240811T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/23/2024, -0.0110983849, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240823T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 09/04/2024, -0.0105164051, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240904T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 09/16/2024, -0.0110440254, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240916T015849Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 09/28/2024, -0.0070807934, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20240928T015849Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 10/10/2024, -0.0031621456, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20241010T015850Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 10/22/2024, -0.0189607143, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20241022T015850Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 11/03/2024, -0.0100047588, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20241103T015850Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 11/15/2024, -0.0158560276, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20241115T015849Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 11/27/2024, -0.0126729012, OPERA_L3_DISP-S1_IW_F36540_VV_20240519T015851Z_20241127T015848Z_v1.0_20250418T005905Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 12/09/2024, -0.0161333084, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20241209T015847Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 12/21/2024, -0.0089802742, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20241221T015846Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 01/02/2025, -0.0201611519, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250102T015845Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 01/14/2025, -0.0256543159, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250114T015844Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 01/26/2025, -0.0286602974, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250126T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 02/07/2025, -0.0098500252, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250207T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 02/19/2025, -0.0152816772, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250219T015842Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 03/03/2025, -0.0227379799, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250303T015842Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 03/15/2025, -0.0203080177, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250315T015842Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 03/27/2025, -0.0171236992, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250327T015842Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 04/08/2025, -0.0163841248, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250408T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 04/20/2025, -0.0217061043, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250420T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 05/02/2025, -0.0092587471, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250502T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 05/14/2025, -0.0186495781, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250514T015843Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 05/20/2025, -0.0177702904, OPERA_L3_DISP-S1_IW_F36540_VV_20241127T015848Z_20250520T015729Z_v1.0_20251120T185326Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/01/2025, -0.0089697838, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250601T015731Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/07/2025, -0.0137019157, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250607T015842Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/13/2025, -0.0094695091, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250613T015732Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/19/2025, -0.0122227669, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250619T015841Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 06/25/2025, -0.0120892525, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250625T015733Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/01/2025, -0.0126166344, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250701T015841Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/07/2025, -0.0074973106, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250707T015733Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/13/2025, -0.0103411674, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250713T015840Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/19/2025, -0.0141716003, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250719T015734Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/25/2025, -0.0143146515, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250725T015839Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 07/31/2025, -0.0055193901, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250731T015735Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/06/2025, -0.011703968, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250806T015839Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/12/2025, -0.0088973045, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250812T015736Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/18/2025, -0.0099482536, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250818T015839Z_v1.0_20251121T043320Z.nc
Series 12, POINT(-119.06937763455588 34.10490314518012), 08/24/2025, -0.0137677193, OPERA_L3_DISP-S1_IW_F36540_VV_20250520T015729Z_20250824T015736Z_v1.0_20251121T043320Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/19/2016, -0.0065822601, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160719T014949Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/31/2016, -0.0029969215, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160731T014950Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 08/12/2016, -0.0038189888, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160812T014950Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 08/24/2016, 0.0006792545, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160824T014951Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/05/2016, 0.0016305447, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160905T014951Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/29/2016, 0.0069952011, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20160929T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 10/11/2016, 0.0086784363, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161011T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 10/23/2016, 0.0032110214, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161023T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/04/2016, 0.0035662651, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161104T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/16/2016, 0.0037922859, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161116T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/28/2016, 0.0010664463, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161128T014952Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/10/2016, 0.0015509129, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161210T014951Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/16/2016, 0.0072669983, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161216T014909Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/22/2016, 0.0035586357, OPERA_L3_DISP-S1_IW_F16940_VV_20160707T014949Z_20161222T014951Z_v1.0_20250408T164134Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/03/2017, 0.002773881, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170103T014949Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/09/2017, 0.0050179958, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170109T014907Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/15/2017, -0.0040030479, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170115T014949Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/27/2017, 0.005964756, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170127T014949Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/02/2017, 0.0030294657, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170202T014907Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/08/2017, 0.0068073273, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170208T014949Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/26/2017, 0.0035921708, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170226T014906Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/10/2017, 0.0156474113, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170310T014906Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/03/2017, 0.0163931847, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170403T014907Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/15/2017, 0.0124087334, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170415T014908Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/27/2017, 0.0220293999, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170427T014908Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/09/2017, 0.0177760124, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170509T014909Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/21/2017, 0.0156130791, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170521T014909Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/02/2017, 0.0171751976, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170602T014910Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/14/2017, 0.0116934776, OPERA_L3_DISP-S1_IW_F16940_VV_20161222T014951Z_20170614T014911Z_v1.0_20250409T000731Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/26/2017, 0.0142812729, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170626T014911Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/08/2017, 0.0137619972, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170708T014912Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/20/2017, 0.0034785271, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170720T014913Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 08/01/2017, 0.011659503, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170801T014914Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 08/13/2017, 0.0064225197, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170813T014914Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 08/25/2017, 0.0132145882, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170825T014915Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/06/2017, 0.0103750229, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170906T014915Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/18/2017, 0.0043950081, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170918T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/30/2017, 0.01328969, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20170930T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 10/12/2017, 0.012024641, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171012T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 10/24/2017, 0.0139493942, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171024T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/05/2017, 0.0125006437, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171105T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/17/2017, 0.0108838081, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171117T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/29/2017, 0.0141897202, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171129T014916Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/11/2017, 0.014418602, OPERA_L3_DISP-S1_IW_F16940_VV_20170614T014911Z_20171211T014915Z_v1.0_20250409T075840Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/23/2017, 0.0152127743, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20171223T014915Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/04/2018, 0.0091562271, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180104T014914Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/16/2018, 0.0098047256, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180116T014914Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/28/2018, 0.0131196976, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180128T014913Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/09/2018, 0.014923811, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180209T014913Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/21/2018, 0.0135113001, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180221T014913Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/05/2018, 0.0149706602, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180305T014913Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/17/2018, 0.0118107796, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180317T014913Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/10/2018, 0.0139991045, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180410T014914Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/22/2018, 0.0142040253, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180422T014914Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/04/2018, 0.0140166879, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180504T014915Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/16/2018, 0.0103187561, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180516T014915Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/28/2018, 0.0101470947, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180528T014916Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/09/2018, 0.0133378506, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180609T014917Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/21/2018, 0.0122661591, OPERA_L3_DISP-S1_IW_F16940_VV_20171211T014915Z_20180621T014918Z_v1.0_20250409T160927Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/03/2018, 0.004234314, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20180703T014919Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/15/2018, 0.0137753487, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20180715T014919Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 09/25/2018, 0.0161533356, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20180925T014923Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 11/18/2018, 0.0117321014, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20181118T015005Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 12/30/2018, 0.0126901865, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20181230T014921Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/11/2019, 0.0130133629, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190111T014921Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/17/2019, 0.0093364716, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190117T015002Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 01/23/2019, 0.0123030394, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190123T014920Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/10/2019, 0.0104968548, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190210T015001Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 02/22/2019, 0.0071907043, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190222T015001Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/06/2019, 0.0128440857, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190306T015002Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/12/2019, 0.0106770992, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190312T014920Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/18/2019, 0.0090975761, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190318T015002Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/24/2019, 0.0111367702, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190324T014920Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 03/30/2019, 0.0091166496, OPERA_L3_DISP-S1_IW_F16940_VV_20180621T014918Z_20190330T015002Z_v1.0_20250410T002605Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/05/2019, 0.0096359253, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190405T014920Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/11/2019, 0.0137286186, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190411T015002Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/17/2019, 0.0106241703, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190417T014920Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/23/2019, 0.0140728951, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190423T015003Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 04/29/2019, 0.0205512047, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190429T014921Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/11/2019, 0.0090700388, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190511T014921Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/17/2019, 0.0183196068, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190517T015004Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/23/2019, 0.0104250908, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190523T014922Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 05/29/2019, 0.0138821602, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190529T015004Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/10/2019, 0.0120830536, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190610T015005Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/16/2019, 0.0119400024, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190616T014924Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/22/2019, 0.009888649, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190622T015006Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 06/28/2019, 0.0166945457, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190628T014924Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/04/2019, 0.0092484355, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190704T015006Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/10/2019, 0.0074882507, OPERA_L3_DISP-S1_IW_F16940_VV_20190330T015002Z_20190710T014925Z_v1.0_20250410T084302Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/16/2019, 0.0182113647, OPERA_L3_DISP-S1_IW_F16940_VV_20190710T014925Z_20190716T015007Z_v1.0_20250410T171832Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/22/2019, 0.0168056488, OPERA_L3_DISP-S1_IW_F16940_VV_20190710T014925Z_20190722T014926Z_v1.0_20250410T171832Z.nc
Series 14, POINT(-118.65728861459122 34.165339501083054), 07/28/2019, 0.0149774551, OPERA_L3_DISP-S1_IW_F16940_VV_20190710T014925Z_20190728T015008Z_v1.0_20250410T171832Z.nc
